catalog_number,scan_name,provisional_id,layer_in_batch,scan_folder,trip_folder,element,side,site,scan_voxelsize_mm,scanned,true_voxelsize_mm,raw_ply,fill_ply,crop_ply,checked,notes,last_mod,scan_metadata,processor,mod_by,morphosource_tiff,morphosource_surface,morphosource_checked,morphosource_media,citation,"Folder Struct Check[0,1]"
,CAB17-2479,Peradectes,6,A6_5-6,201811,M/4,L,,0.00617625,Y,,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-697292,USNM-PAL-697292,Leptacodon donkroni,2,Hem1,201811,dent M/2-M/3,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-700627,USNM-PAL-700627,Plagioctenodon krausae,2,Hem1,201811,dent P/4-M/1,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-700628,USNM-PAL-700628,Peradectes,2,Hem1,201811,dent M/2 or M/3,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-10529,USNM-PAL-10529,Plagioctenoides,3,Hem1,201811,dent M/1-M/3,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-697289,USNM-PAL-697289,Plagioctenodon krausae,3,Hem1,201811,dent M/1-M/2,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-1381,Herpetotherium,4,Hem1,201811,M/2 or M/3,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-697290,USNM-PAL-697290,Plagioctenodon krausae,4,Hem1,201811,dent M/2,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-697291,USNM-PAL-697291,Talpavoides,4,Hem1,201811,dent M/2-M/3,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB13-0160,large dilambdodont,1,Hem1_1,201811,dent P/4-M/2,L,,0.00617625,Y,,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB16-0024,Microparamys,1,Hem1_1,201811,M/2,R,,0.00617625,Y,,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-0109,Peradectes,1,Hem1_1,201811,dent M/2 talonid-M/4,L,,0.00617625,Y,,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-2602,Plagioctenodon krausae,1,Hem1_1,201811,dent P/3-P/4 with anterior alveoli,R,,0.00617625,Y,,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-700631,USNM-PAL-700631,Nyctitheriidae,1,Hem1_1,201811,dent P/4-M/1,R,,0.00617625,Y,,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB16-0671,Peradectes,1,Hem2,201811,"dent P/1-P/3, canine root, M/1-M/4",R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB16-1091,Talpavoides,1,Hem2,201811,dent M/2-M/3,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB16-1763,Leptacodon donkroni,1,Hem2,201811,dent M/1-M/3,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-0068,Microparamys,1,Hem2,201811,M/2,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-1243,Plagioctenodon krausae,1,Hem2,201811,max M2/-M3/,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-1503,Plagioctenodon krausae,1,Hem2,201811,dent P/4-M/3 (M/2 talonid),R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-1359,Microparamys,2,Hem2,201811,M/2,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-697303,USNM-PAL-697303,Talpavoides,2,Hem2,201811,dent M/1 talonid-M/2,L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-697307,USNM-PAL-697307,Plagioctenodon krausae,2,Hem2,201811,"dent P/4, dent M/2",L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB16-1170,Talpavoides,3,Hem2,201811,"dent M/1 roots, M/2, M/3 talonid",L,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-0005,Plagioctenodon krausae,3,Hem2,201811,dent P/4 broken-M/1,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
,CAB17-1696,Talpavoides,4,Hem2,201811,dent P/3-P/4,,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
USNM-PAL-600629,USNM-PAL-600629,Plagioctenoides,4,Hem2,201811,max P4/-M2/,R,,0.0052663,X,0.0052663,,,,,,,,,,FALSE,FALSE,FALSE,,,
 ,DQAdu,adunator<, ,UF294696,CLM,"dentary P/4, M/2", , ,0.009135818242,Y,0.009135818242, , , , ,"undescribed new spcies, Bloch, Manz pers.comm.",,CLM1, , ,FALSE,FALSE,FALSE,, ,
UF294696,UF294696,plagioctenodon_thewisseni<, ,UF294696,CLM,"dentary, M/1, M/2, M/3", , ,0.009135818242,Y,0.009135818242,X,BROKEN,:(,:(,"folder says UF294696 is small jaw, so adunator is the other thing?; smaller jaw has teeth worn and talonids broken, not isolated",2/19/16,CLM1,NSV, ,FALSE,FALSE,FALSE,, ,
UF303728,UF303728,plagioctenodon_rosei<,1,UF303728,CLM,"skull, P3/, P4/, M1/, M2/, M3/, P/4, M/1, M/2, M/3", , ,0.009877978119,Y,0.009877978119,X, , , ,P4/ fully processed; M/3 & M3/ broken,2/10/17,CLM1,NSV, ,FALSE,FALSE,FALSE,, ,
UF303729,UF303729,plagioctenodon_rosei<,1,UF303729,CLM,"skull, P/4, M/1, M/2, M/3", , ,0.01186414984,Y,0.01186414984,X,X,X,X,"only section of lower cheek teeth isolated, raw file made; still needs to be segmented from matrix, upper teeth",2/17/16,CLM2,NSV, ,FALSE,FALSE,FALSE,,Manz et al. 2015?,
UM86725,UM86725,plagioctenodon_thewisseni<,1,UM86725,CLM,"skull, P4/, M1/,M2/, M3/, P/4, M/1, M/2, M/3","R, L", ,0.009269655546,Y,0.009269655546,X,X,X,X,"P4/,  M1/, M2/, P/4,  M/2 cropped out; other lower cheek teeth broken",4/10/17,CLM1,NSV, ,FALSE,FALSE,FALSE,,Manz et al. 2015,
,CAB17-1379,Plagioctenodon krausae,1,A1_1-3_usd,PrimateGrant,M/1,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1382,Peradectes,1,A1_1-3_usd,PrimateGrant,M/2 or M/3,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1391,Nyctitheriidae,1,A1_1-3_usd,PrimateGrant,P4/,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1478,Plagioctenoides,1,A1_1-3_usd,PrimateGrant,M/3,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1491,Plagioctenoides,1,A1_1-3_usd,PrimateGrant,M1/,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1869,Macrocranion,1,A1_1-3_usd,PrimateGrant,M/2,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB16-2115,Macrocranion,2,A1_1-3_usd,PrimateGrant,M/3,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-0989,Talpavoides,2,A1_1-3_usd,PrimateGrant,M/1,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1119,Plagioctenodon krausae,2,A1_1-3_usd,PrimateGrant,P/4,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1307,Plagioctenoides,2,A1_1-3_usd,PrimateGrant,M/2,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1844,Pontifactor?,2,A1_1-3_usd,PrimateGrant,M/2,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1928,Macrocranion,2,A1_1-3_usd,PrimateGrant,M/2,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB16-1680,Plagioctenoides,3,A1_1-3_usd,PrimateGrant,P/4,R,,0.0064449,X,0.0064449,X,X,X,X,donkroni?,12/4/2018,A1_1-3_usd,NSV,NA,FALSE,FALSE,,,,
,CAB17-1059,Ectypodus,3,A1_1-3_usd,PrimateGrant,M/1,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1132,Plagioctenodon krausae,3,A1_1-3_usd,PrimateGrant,P/4,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1207,Talpavoides,3,A1_1-3_usd,PrimateGrant,M/2,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1209,Peradectes,3,A1_1-3_usd,PrimateGrant,M/2 or M/3,R,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1298,Herpetotherium,3,A1_1-3_usd,PrimateGrant,M/2 or M/3,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB17-1910,Macrocranion,3,A1_1-3_usd,PrimateGrant,M/3,L,,0.0064449,X,0.0064449,,,,,,,A1_1-3_usd,,NA,FALSE,FALSE,,,,
,CAB16-1702,Talpavoides?,4,A1_4-6_rsu,PrimateGrant,*M/1,L,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-1703,Leptacodon donkroni,4,A1_4-6_rsu,PrimateGrant,M/2,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2022,Herpetotherium,4,A1_4-6_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2518,Plagioctenodon krausae,4,A1_4-6_rsu,PrimateGrant,P/4,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2519,Plagioctenoides,4,A1_4-6_rsu,PrimateGrant,P/4,R,,0.004889919,X,0.004889919,X,X,X,X,,12/4/2018,A1_4-6_rsu,NSV,NA,FALSE,FALSE,,,,
,CAB17-1208,Wyonycteris,4,A1_4-6_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB17-1922,Colpocherus,4,A1_4-6_rsu,PrimateGrant,P/4,R,,0.004889919,X,0.004889919,,,,,mis-isolated as CAB16-1792,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-1900,Macrocranion,5,A1_4-6_rsu,PrimateGrant,M/2,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2168,Peradectes,5,A1_4-6_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2180,Herpetotherium,5,A1_4-6_rsu,PrimateGrant,M/2 or M/3,L,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2501,Talpavoides,5,A1_4-6_rsu,PrimateGrant,M/1,L,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2515,Leptacodon donkroni,5,A1_4-6_rsu,PrimateGrant,P/4,L,,0.004889919,X,0.004889919,X,,X,X,,12/5/2018,A1_4-6_rsu,NSV,NA,FALSE,FALSE,,,,
,CAB17-1060,Ectypodus,5,A1_4-6_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB17-1302,Plagioctenodon krausae,5,A1_4-6_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-1789,Leptacodon donkroni,6,A1_4-6_rsu,PrimateGrant,M/2,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-1913,Plagioctenoides,6,A1_4-6_rsu,PrimateGrant,M/2,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-1986,Colpocherus,6,A1_4-6_rsu,PrimateGrant,M/2,L,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2028,Peradectes,6,A1_4-6_rsu,PrimateGrant,M/1,L,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2484,Peradectes,6,A1_4-6_rsu,PrimateGrant,M/4,L,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB17-1299,Herpetotherium,6,A1_4-6_rsu,PrimateGrant,M/2 or M/3,R,,0.004889919,X,0.004889919,,,,,,,A1_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB17-0695,Macrocranion,1,A2_1-3_rsu,PrimateGrant,dent M/1,R,,0.00559693,X,0.00559693,,,,,,,A2_1-3_rsu,,NA,FALSE,FALSE,,,,
,UF283364,Geolabididae,1,A2_1-3_rsu,PrimateGrant,P/4,R,,0.00559693,X,0.00559693,X,broken,broken,X,protoconid,12/5/2018,A2_1-3_rsu,NSV,NA,FALSE,FALSE,,,,
,UF295441,Leptacodon donkroni,1,A2_1-3_rsu,PrimateGrant,M/1,R,,0.00559693,X,0.00559693,,,,,,,A2_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB08-0774,Peradectes,2,A2_1-3_rsu,PrimateGrant,dent M/2-M/4,L,,0.00559693,X,0.00559693,,,,,,,A2_1-3_rsu,,NA,FALSE,FALSE,,,,
,UF296525,Plagioctenoides,2,A2_1-3_rsu,PrimateGrant,P/4,?,,0.00559693,X,0.00559693,X,,X,X,"protoconid worn/broken, but still worthwhile?",12/5/2018,A2_1-3_rsu,NSV,NA,FALSE,FALSE,,,,
,CAB17-0499,Pontifactor,3,A2_1-3_rsu,PrimateGrant,max M1/-M2/,L,,0.00559693,X,0.00559693,,,,,,,A2_1-3_rsu,,NA,FALSE,FALSE,,,,
,UF283998,Plagioctenoides,3,A2_1-3_rsu,PrimateGrant,dent P/4,R,,0.00559693,X,0.00559693,X,,X,X,,12/5/2018,A2_1-3_rsu,NSV,NA,FALSE,FALSE,,,,
,UF284176,Eulipotyphla,3,A2_1-3_rsu,PrimateGrant,P4/,R,,0.00559693,X,0.00559693,,,,,,,A2_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB12-1030,Talpavoides,4,A2_4-6_rsu,PrimateGrant,P/4,R,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-0198,Plagioctenodon savagei,4,A2_4-6_rsu,PrimateGrant,dent M/3,R,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB16-2047,Plagioctenoides,4,A2_4-6_rsu,PrimateGrant,M3/,L,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB17-0303,Plagioctenodon savagei?,5,A2_4-6_rsu,PrimateGrant,P/4,L,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB17-0539,Ectypodus,5,A2_4-6_rsu,PrimateGrant,M/2,L,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,USNM700624,Peradectes,5,A2_4-6_rsu,PrimateGrant,dent M/1-M/2,R,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,USNM697306,Colpocherus?,6,A2_4-6_rsu,PrimateGrant,"R M1/, L M/1-M/2",X,,0.00472153,X,0.00472153,,,,,,,A2_4-6_rsu,,NA,FALSE,FALSE,,,,
,CAB11-0209,Centetodon,1,A3_1-3_rsu,PrimateGrant,M/1 broken,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2228,Plagioctenoides,1,A3_1-3_rsu,PrimateGrant,M1/,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
UF448581,CAB17-2504,Talpavoides,1,A3_1-3_rsu,PrimateGrant,M/2,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,TRUE,TRUE,,M41207,,
,CAB17-2546,Ectypodus,1,A3_1-3_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,UF249669,Colpocherus,1,A3_1-3_rsu,PrimateGrant,P/4,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,UF283691,Herpetotherium,1,A3_1-3_rsu,PrimateGrant,M/X,R,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB12-0460,Macrocranion,2,A3_1-3_rsu,PrimateGrant,dent P/4,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2239,Plagioctenoides,2,A3_1-3_rsu,PrimateGrant,M2/,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
UF448580,CAB17-2503,Talpavoides,2,A3_1-3_rsu,PrimateGrant,M/2,R,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,TRUE,TRUE,FALSE,M41205,,
,UF283179,Herpetotherium,2,A3_1-3_rsu,PrimateGrant,M/X,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-0083,Plagioctenodon krausae,3,A3_1-3_rsu,PrimateGrant,P/4,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2053,Macrocranion,3,A3_1-3_rsu,PrimateGrant,M/1,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2194,Colpocherus,3,A3_1-3_rsu,PrimateGrant,P/4,R,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2231,Plagioctenoides,3,A3_1-3_rsu,PrimateGrant,M1/,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2641,Peradectes,3,A3_1-3_rsu,PrimateGrant,M/X,L,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB17-2852,Talpavoides,3,A3_1-3_rsu,PrimateGrant,M/1,R,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,UF283165,Herpetotherium,3,A3_1-3_rsu,PrimateGrant,M/X,R,,0.004889919,X,0.004889919,,,,,,,A3_1-3_rsu,,NA,FALSE,FALSE,,,,
,CAB16-1239,Arctodontomys sp. nov.,3,Cap1-Bottom-2017,PrimateGrant,L astragalus,,WY04105,,Y,,,,,,,,Cap1-Bottom-2017,MTC,,TRUE,TRUE,TRUE,M21203,,
,CAB15-0486,Niptomomys doreenae,2,Cap2 Middle,PrimateGrant,Cuboid,,WY14047,,Y,,,,,,,,Cap2 Middle,MTC,,TRUE,TRUE,TRUE,M15393,,
,CAB15-0488,Niptomomys doreenae,2,Cap2 Middle,PrimateGrant,R calcaneum,,WY14047,,Y,,,,,,broken,,Cap2 Middle,MTC,,TRUE,TRUE,TRUE,M15394,,
,CAB15-0786,Niptomomys doreenae,3,Cap2 Middle,PrimateGrant,L astragalus,,WY06061,,Y,,,,,,,,Cap2 Middle,MTC,,TRUE,TRUE,TRUE,M15395,,
,CAB16-2104,Teilhardina brandti,3,Cap2-Scan1,PrimateGrant,distal phalanx,,WY14047,,Y,,,,,,"ungual, partial",,Cap2-Scan1,MTC,,TRUE,TRUE,TRUE,M21252,,
,CAB15-1099,Niptomomys doreenae,2,Cap3 Middle,PrimateGrant,R calcaneum,,WY06061,,Y,,,,,,abraded,,Cap3 Middle,MTC,,TRUE,TRUE,TRUE,M15396,,
,CAB15-1100,Niptomomys doreenae,2,Cap3 Middle,PrimateGrant,Cuboid,,WY06061,,Y,,,,,,,,Cap3 Middle,MTC,,TRUE,TRUE,TRUE,M21201,,
,CAB15-0487,Niptomomys doreenae,3,Cap3 Top,PrimateGrant,Cuboid,,WY14047,,Y,,,,,,,,Cap3 Top,MTC,,TRUE,TRUE,TRUE,M15397,,
,CAB15-0489,Niptomomys doreenae,3,Cap3 Top,PrimateGrant,R calcaneum,,WY14047,,Y,,,,,,distal end,,Cap3 Top,MTC,,TRUE,TRUE,TRUE,M15398,,
,CAB15-1137,Teilhardina brandti,3,Cap3 Top,PrimateGrant,L calcaneum,,WY06061,,Y,,,,,,broken,,Cap3 Top,MTC,,TRUE,TRUE,TRUE,M21202,,
UF296856,CAB12-5872,Niptomomys doreenae,3,Cap4-Scan1,PrimateGrant,R astragalus,,WY12029,,Y,,,,,,,,Cap4-Scan1,MTC,,TRUE,TRUE,TRUE,M15902,,
,CAB16-1827,Niptomomys doreenae,3,Cap4-Scan1,PrimateGrant,R calcaneum,,WY14047,,Y,,,,,,,,Cap4-Scan1,MTC,,TRUE,TRUE,TRUE,M15413,,
UF296857,CAB12-5873,Niptomomys doreenae,2,Cap4-Scan2,PrimateGrant,R astragalus,,WY12029,,Y,,,,,,,,Cap4-Scan2,MTC,,TRUE,TRUE,TRUE,M15900,,
,CAB16-1967,Niptomomys doreenae,3,Cap5-Scan1,PrimateGrant,cuboid,,WY14047,,Y,,,,,,,,Cap5-Scan1,MTC,,TRUE,TRUE,TRUE,M15417,,
,CAB16-1968,Niptomomys doreenae,3,Cap5-Scan1,PrimateGrant,R calcaneum,,WY14047,,Y,,,,,,worn,,Cap5-Scan1,MTC,,TRUE,TRUE,TRUE,M15419,,
,CAB16-1969,Niptomomys doreenae,3,Cap5-Scan1,PrimateGrant,R astragalus,,WY14047,,Y,,,,,,,,Cap5-Scan1,MTC,,TRUE,TRUE,TRUE,M21251,,
,CAB16-1721,Niptomomys doreenae,4,Cap5-Scan1,PrimateGrant,R astragalus,,WY14047,,Y,,,,,,,,Cap5-Scan1,MTC,,TRUE,TRUE,TRUE,M15663,,
,CAB16-1722,Niptomomys doreenae,4,Cap5-Scan1,PrimateGrant,R calcaneum,,WY14047,,Y,,,,,,partial,,Cap5-Scan1,MTC,,TRUE,TRUE,TRUE,M15661,,
UF296858,CAB12-5874,Niptomomys doreenae,1,Cap5-Scan3,PrimateGrant,L astragalus,,WY12029,,Y,,,,,,partial,,Cap5-Scan3,MTC,,TRUE,TRUE,TRUE,M15902,,
,CAB16-1826,Niptomomys doreenae,1,Cap5-Scan3,PrimateGrant,R calcaneum,,WY14047,,Y,,,,,,,,Cap5-Scan3,MTC,,TRUE,TRUE,TRUE,M15415,,
,CAB16-0810,Niptomomys doreenae,2,Cap5-Scan3,PrimateGrant,L astragalus,,WY15055B,,Y,,,,,,,,Cap5-Scan3,MTC,,TRUE,TRUE,TRUE,M15657,,
,CAB16-0914,Niptomomys doreenae,2,Cap5-Scan3,PrimateGrant,Cuboid,,WY15059,,Y,,,,,,,,Cap5-Scan3,MTC,,TRUE,TRUE,TRUE,M15659,,
,CAB15-0484,Teilhardina brandti,1,Cap7,PrimateGrant,L calcaneum,,WY14047,,Y,,,,,,,,Cap7,MTC,,TRUE,TRUE,TRUE,M21194,,
,CAB15-0485,Teilhardina brandti,1,Cap7,PrimateGrant,L distal humerus,,WY14047,,Y,,,,,,,,Cap7,MTC,,TRUE,TRUE,TRUE,M21187,,
,CAB17-1462,Ectypodus,2,H2,PrimateGrant,M/1,L,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB17-1606,Herpetotherium,2,H2,PrimateGrant,M/2 or M/3,R,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB17-1648,Plagioctenoides,2,H2,PrimateGrant,M/2,L,,0.01000134,X,0.01000134,Y,,,,Will need to be rescanned at higher resolution if ever analyses,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB13-1690,Teilhardina,3,H2,PrimateGrant,dent M/2,R,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB17-1842,Talpavoides,3,H2,PrimateGrant,M/2,L,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB17-1889,Colpocherus,3,H2,PrimateGrant,P/4,L,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB16-0250,Niptomomys,4,H2,PrimateGrant,max M1/-M2/,L,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB17-1123,Peradectes,4,H2,PrimateGrant,M/2 or M/3,R,,0.01000134,X,0.01000134,Y,,,,,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB17-1641,Plagioctenoides,4,H2,PrimateGrant,M2/,R,,0.01000134,X,0.01000134,Y,,,,Will need to be rescanned at higher resolution if ever analyses,,H2,"Busenbarrick, Haley",NA,FALSE,FALSE,FALSE,,,
,CAB16-02213-01,Mammalia,5,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
,CAB16-02213-02,Mammalia,5,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
,CAB16-17777-01,Mammalia,6,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
,CAB16-17777-02,Mammalia,6,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
,CAB16-17777-03,Mammalia,6,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
,CAB16-17777-04,Mammalia,7,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
,CAB16-17777-05,Mammalia,7,H3_1,PrimateGrant,petrosal,,,,Y,,,,,,,,H3_1,,,FALSE,FALSE,FALSE,,,
